0, 0.330307, -0.631042, -0.619339
1, 0.374344, -0.616119, -0.698837
2, 0.472641, -0.679565, -0.594208
3, 0.551880, -0.670166, -0.607101
4, 0.468277, -0.628265, -0.571579
5, 0.438354, -0.646820, -0.682449
6, 0.413422, -0.640610, -0.634415
7, 0.313416, -0.620804, -0.540863
8, 0.185837, -0.607529, -0.680756
9, 0.501480, -0.594849, -1.353348
10, 0.515228, -0.600540, -0.636444
11, 0.881775, -0.787460, -0.760193
12, 0.417130, -0.468094, -0.731018
13, 0.312225, -0.249268, -0.652878
14, 1.568161, -0.914673, -0.138626
15, 0.743164, -0.583252, -0.802399
16, 0.710373, -0.436142, -0.466537
17, 0.803940, -0.399750, -0.085007
18, 0.999054, -0.361847, -0.061920
19, 1.043030, -0.260193, -0.004883
20, 0.914429, -0.373398, 0.204132
21, 0.941986, -0.213577, 0.286942
22, 0.932632, -0.124649, 0.244644
23, 0.881912, -0.240585, 0.323502
24, 0.894913, -0.176971, 0.503159
25, 0.930145, -0.122040, 0.439713
26, 0.834946, -0.207458, 0.518829
27, 0.816589, -0.043472, 0.661438
28, 0.966293, 0.125565, 0.619217
29, 0.973312, -0.046631, 0.631729
30, 0.982147, -0.021835, 0.656601
31, 0.964005, 0.047440, 0.671906
32, 1.016998, 0.096817, 0.777344
33, 1.241104, 0.072556, 0.657303
34, 1.232864, 0.076126, 0.649231
35, 1.144501, 0.063705, 0.692230
36, 1.225693, -0.233444, 0.819351
37, 1.053879, -0.141953, 0.862457
38, 0.805954, -0.004318, 0.750198
39, 0.496719, -0.384354, 0.699036
40, 0.625900, -0.380203, 0.346146
41, 0.637558, -0.100510, -0.430374
42, 0.222107, 0.084641, -1.060959
43, 1.787659, -0.042389, -2.363495
44, 2.602112, 0.390228, -1.443787
45, 1.387177, -0.163055, -0.621506
46, 0.700928, -0.104279, -0.622147
47, 0.460205, -0.216934, -0.145020
48, 0.316711, -0.149948, 0.060181
49, 0.725647, -0.209244, -0.008179
50, 1.032364, -0.073792, 0.101791
51, 1.053452, 0.019150, -0.045395
52, 1.063736, -0.078690, 0.006378
53, 1.056656, -0.018509, 0.055038
54, 1.067017, 0.085159, 0.030640
55, 1.032074, 0.024231, -0.061798
56, 0.990158, 0.050797, -0.058121
57, 1.087616, 0.104843, 0.009155
58, 0.964828, 0.074738, 0.001099
59, 1.020874, 0.071548, -0.049164
60, 1.067780, -0.044220, -0.113708
61, 0.941803, -0.002609, -0.010788
62, 1.015915, -0.016083, -0.082123
63, 1.053467, -0.004089, -0.044922
64, 1.080490, -0.018494, -0.012894
65, 1.083466, -0.028839, -0.035263
66, 1.061890, -0.050629, -0.013306
67, 1.028702, -0.047684, -0.041702
68, 1.021912, -0.052261, -0.074844
69, 1.012253, -0.040421, -0.084595
70, 0.966553, 0.000076, -0.067322
71, 0.987808, 0.047546, -0.097549
72, 1.004227, 0.031448, -0.078995
73, 1.003342, 0.014557, -0.072205
74, 0.982315, 0.025558, -0.064514
75, 0.979065, 0.029327, -0.113434
76, 0.984009, 0.006531, -0.093002
77, 1.003479, 0.021835, -0.126434
78, 0.972321, 0.019241, -0.079666
79, 1.023392, -0.005554, -0.119766
80, 1.012482, -0.015930, -0.125443
81, 1.004761, -0.012100, -0.131332
82, 0.996368, 0.018906, -0.118454
83, 0.975433, 0.013672, -0.115417
84, 0.995239, 0.004547, -0.141830
85, 1.021881, -0.002945, -0.141418
86, 1.010223, -0.000763, -0.160217
87, 1.025330, 0.011658, -0.209991
88, 1.054474, -0.018021, -0.231750
89, 1.072708, -0.037598, -0.226532
90, 1.108353, -0.078217, -0.330704
91, 1.057816, -0.186523, -0.338684
92, 1.038223, -0.195007, -0.349274
93, 1.072021, -0.195374, -0.500107
94, 0.849564, -0.173126, -0.500671
95, 0.963593, -0.207764, -0.409546
96, 1.076111, -0.329681, -0.362076
97, 0.855011, -0.217529, -0.491226
98, 0.630463, -0.133179, -0.529694
99, 0.627899, -0.224030, -0.399918
100, 0.615311, -0.364227, -0.549240
101, 0.440582, -0.560852, -0.600616
102, 0.449783, -0.570618, -0.672073
103, 0.457367, -0.706467, -0.804993
104, 0.516769, -0.713470, -0.657471
105, 0.302017, -0.756348, -0.720352
106, 0.243607, -0.802109, -0.704926
107, 0.328476, -0.844864, -0.491394
108, 0.125854, -0.860229, -0.661911
109, -0.095078, -0.720551, -0.810745
110, -0.077576, -0.755371, -0.471832
111, 0.142303, -0.784882, -0.490509
112, 0.070511, -0.795670, -0.468307
113, 0.353439, -0.837997, -0.592667
114, 0.248077, -0.811783, -0.728027
115, 0.085709, -0.748810, -0.616547
116, 0.104782, -0.791428, -0.670242
117, 0.185867, -0.853775, -0.475479
118, 0.208450, -0.807678, -0.534393
119, 0.168564, -0.778793, -0.650635
120, 0.066330, -0.763931, -0.708633
121, 0.143982, -0.786972, -0.624771
122, 0.197296, -0.794434, -0.564606
123, 0.173874, -0.786652, -0.589310
124, 0.107193, -0.770065, -0.585571
125, 0.108566, -0.765503, -0.583603
126, 0.154190, -0.770966, -0.553421
127, 0.154922, -0.770065, -0.564362
128, 0.118713, -0.788696, -0.569214
129, 0.133347, -0.789185, -0.590042
130, 0.115967, -0.785446, -0.618118
131, 0.169159, -0.766953, -0.762024
132, 0.074112, -0.791580, -0.672867
133, 0.102722, -0.777466, -0.644211
