0, 0.129745, -0.806183, -0.567703
1, 0.152954, -0.805237, -0.545914
1, 0.166977, -0.811295, -0.565536
3, 0.170609, -0.817825, -0.599594
3, 0.148468, -0.812225, -0.616241
5, 0.115845, -0.835114, -0.629852
6, 0.079437, -0.843216, -0.660721
7, 0.045410, -0.836136, -0.689133
7, 0.017746, -0.826889, -0.684174
9, 0.005615, -0.817474, -0.652390
9, -0.003830, -0.804962, -0.619827
11, -0.008179, -0.800140, -0.596497
11, -0.007767, -0.798126, -0.572678
13, 0.002411, -0.799515, -0.554611
14, 0.005707, -0.815491, -0.532959
15, -0.000381, -0.820190, -0.533966
15, -0.014557, -0.815552, -0.557892
17, -0.031326, -0.806503, -0.588867
18, -0.048660, -0.792816, -0.609131
19, -0.067551, -0.778732, -0.603409
19, -0.075394, -0.770477, -0.596146
21, -0.070221, -0.783310, -0.562317
21, -0.075287, -0.776215, -0.576691
23, -0.043304, -0.791489, -0.550980
23, -0.063995, -0.784409, -0.554504
25, -0.033279, -0.798019, -0.543152
25, -0.046188, -0.805771, -0.566086
27, -0.062271, -0.804489, -0.598526
27, -0.073151, -0.803833, -0.621933
29, -0.092224, -0.791382, -0.605270
29, -0.100815, -0.774094, -0.580002
31, -0.084732, -0.774750, -0.578690
31, -0.066574, -0.789795, -0.585159
33, -0.049698, -0.802170, -0.594803
33, -0.019745, -0.801178, -0.625259
35, 0.012146, -0.797852, -0.665466
36, 0.038452, -0.800690, -0.706665
37, 0.063095, -0.794693, -0.734222
38, 0.085678, -0.786575, -0.731400
39, 0.091080, -0.785614, -0.700500
40, 0.064072, -0.775772, -0.662674
41, 0.054245, -0.757507, -0.641556
41, 0.065903, -0.758698, -0.621567
43, 0.103455, -0.769913, -0.573669
43, 0.083344, -0.765335, -0.593979
45, 0.136642, -0.760635, -0.572968
46, 0.179001, -0.750229, -0.582184
47, 0.219620, -0.751633, -0.594818
47, 0.246490, -0.757751, -0.612930
49, 0.250641, -0.765488, -0.642822
49, 0.241791, -0.765640, -0.680099
51, 0.187668, -0.778305, -0.698196
51, 0.219360, -0.769165, -0.684113
53, 0.170715, -0.783096, -0.736237
53, 0.160400, -0.796890, -0.743362
55, 0.147354, -0.800797, -0.724258
56, 0.140106, -0.787872, -0.690231
57, 0.147232, -0.775864, -0.666565
57, 0.160995, -0.783676, -0.654327
59, 0.242172, -0.716492, -0.667145
59, 0.183899, -0.744614, -0.655136
61, 0.279999, -0.770920, -0.650452
61, 0.231934, -0.835693, -0.650543
63, 0.116852, -0.868378, -0.645706
63, 0.014984, -0.838455, -0.634094
65, -0.030899, -0.802444, -0.596893
66, -0.041214, -0.773911, -0.555084
67, -0.054138, -0.750885, -0.519608
67, -0.071320, -0.724457, -0.501205
69, -0.080490, -0.724365, -0.484238
69, -0.107407, -0.771790, -0.480057
71, -0.167236, -0.795593, -0.484833
72, -0.215714, -0.796753, -0.501175
73, -0.258057, -0.772476, -0.519897
73, -0.277664, -0.724548, -0.529465
75, -0.283249, -0.697571, -0.488586
76, -0.295151, -0.699448, -0.431976
77, -0.315750, -0.722275, -0.357956
77, -0.349854, -0.738052, -0.301743
79, -0.366180, -0.715622, -0.310806
79, -0.353622, -0.676041, -0.367371
81, -0.331116, -0.649429, -0.453537
81, -0.264725, -0.648727, -0.546555
83, -0.146729, -0.664948, -0.644867
83, -0.011185, -0.669281, -0.739410
85, 0.116684, -0.663361, -0.810867
86, 0.236832, -0.666901, -0.876556
87, 0.319656, -0.672348, -0.940033
87, 0.362335, -0.697586, -0.973145
89, 0.381470, -0.681625, -0.909027
89, 0.402649, -0.647079, -0.846359
91, 0.373810, -0.636246, -0.709091
91, 0.408401, -0.652969, -0.778687
93, 0.329697, -0.621979, -0.707382
93, 0.309174, -0.650894, -0.807510
95, 0.354004, -0.692581, -0.925995
96, 0.445343, -0.735764, -0.994324
97, 0.500046, -0.739594, -0.926620
97, 0.469467, -0.664368, -0.736038
99, 0.390518, -0.556488, -0.628143
99, 0.289383, -0.469818, -0.641052
101, 0.098175, -0.437088, -0.929443
101, 0.180115, -0.424683, -0.741409
103, 0.082626, -0.440857, -0.890381
103, 0.081360, -0.423080, -0.763657
105, 0.259750, -0.329056, -0.850037
105, 0.144226, -0.368927, -0.716736
107, 0.392960, -0.305740, -0.948212
107, 0.516373, -0.299469, -1.019211
109, 0.539948, -0.362289, -1.175064
