0, 0.903122, -0.229248, -0.109543
1, 0.979340, -0.282135, -0.165314
2, 0.974350, -0.269394, -0.159012
3, 0.966690, -0.284424, -0.101440
4, 0.960037, -0.262451, -0.098541
5, 1.012466, -0.280884, -0.169022
6, 0.913605, -0.256302, -0.087601
7, 0.915115, -0.224838, -0.076401
8, 1.001266, -0.300354, 0.064636
9, 1.092331, -0.266602, 0.322556
10, 1.170563, -0.260803, 0.641922
11, 1.334625, -0.267303, 1.276779
12, 1.227814, -0.215637, 1.024689
13, 1.344757, -0.329437, 0.692291
14, 0.916122, -0.026443, 0.466965
15, 0.717728, 0.116241, -0.285172
16, 0.134094, 0.586243, -0.419769
17, 0.825974, 0.154510, -1.709137
18, 1.193619, -0.526047, -1.645142
19, 1.356400, -0.419113, -1.252426
20, 1.151505, -0.276840, -0.706711
21, 0.981644, -0.161057, -0.188049
22, 0.906906, -0.045563, 0.188629
23, 0.970505, -0.069351, 0.231308
24, 1.100998, -0.152786, 0.007492
25, 1.068405, -0.144608, 0.009995
26, 0.955429, -0.080078, -0.045593
27, 1.009338, -0.096466, -0.134308
28, 1.034988, -0.074295, -0.051666
29, 1.006592, -0.020142, -0.076096
30, 0.984711, -0.028259, -0.024200
31, 0.976166, -0.046341, -0.006744
32, 1.045593, -0.116211, -0.049713
33, 1.020050, -0.115692, -0.040131
34, 0.927017, -0.092697, -0.062073
35, 0.992523, -0.125351, 0.012955
36, 1.015549, -0.114929, 0.000702
37, 0.991608, -0.081757, -0.036865
38, 0.951202, -0.102921, -0.029099
39, 0.997116, -0.098465, -0.006195
40, 0.992783, -0.113693, -0.027634
41, 1.022598, -0.141846, -0.025543
42, 0.991592, -0.124252, -0.068512
43, 1.005005, -0.172943, -0.051941
44, 1.028214, -0.142715, 0.085876
45, 0.947449, -0.065109, -0.041000
46, 0.921448, -0.064041, -0.076431
47, 1.026489, -0.151001, 0.010208
