0, 0.934143, -0.357910, -0.059875
1, 0.927307, -0.347672, -0.141617
2, 0.927887, -0.354904, -0.074738
3, 0.947037, -0.359863, -0.038147
4, 0.930130, -0.353790, -0.086884
5, 0.951294, -0.348648, -0.104034
6, 0.902176, -0.311996, -0.054413
7, 0.922409, -0.305817, -0.118744
8, 0.928864, -0.339874, -0.119003
9, 0.941895, -0.307434, -0.258743
10, 0.893753, -0.292664, -0.220108
11, 0.933426, -0.291916, -0.304016
12, 1.019409, -0.278900, -0.227844
13, 0.662933, -0.247711, 0.211533
14, 1.046494, -0.324844, -0.052826
15, 1.012299, -0.266388, -0.064423
16, 0.941696, -0.215286, 0.114227
17, 1.033920, -0.242188, 0.291107
18, 0.890320, -0.237595, 0.502106
19, 1.197937, -0.260040, 0.708008
20, 1.239929, -0.330063, 1.111481
21, 1.069778, -0.301407, 1.358109
22, 0.987015, -0.226273, 1.534531
23, 0.814453, -0.090057, 0.841354
24, 0.265335, 0.163239, 0.464966
25, 0.613235, 0.311142, -0.581146
26, 0.806046, 0.227112, -0.729660
27, 0.726654, 0.604752, -1.200409
28, 1.546234, -0.009979, -1.708389
29, 1.632828, -0.253311, -1.254730
30, 1.175003, 0.006897, -0.317566
31, 1.042053, -0.120255, 0.327271
32, 0.922287, -0.207611, -0.189178
33, 0.853104, -0.039047, -0.315430
34, 0.935043, -0.161453, 0.366959
35, 0.996475, -0.194397, -0.195786
36, 0.919846, -0.146301, -0.348221
37, 0.959076, -0.197754, -0.086304
38, 0.958130, -0.149719, 0.041916
39, 0.897339, -0.116653, -0.019211
40, 1.317032, -0.151428, 0.218445
41, 1.157837, -0.204041, -0.017014
42, 0.780624, -0.126358, -0.140106
43, 0.908127, -0.147858, -0.228851
44, 1.070877, -0.211319, -0.004425
45, 1.001633, -0.091019, 0.009399
46, 1.005035, -0.147644, -0.131226
47, 1.024841, -0.173599, -0.073715
48, 0.958374, -0.157135, -0.047821
49, 0.968216, -0.162109, -0.128311
50, 0.987564, -0.177643, -0.073471
51, 0.966690, -0.149567, 0.131226
52, 0.971298, -0.080154, -0.073227
53, 1.018372, -0.125397, -0.105087
54, 1.026367, -0.117798, -0.096024
55, 0.992310, -0.169464, -0.055191
56, 0.988770, -0.144165, -0.043015
